Verkooporderregel artikel.Artikel.Artikelcode,Omschrijving_standaard_artikelen,Priority,ArticleType,Aantal_orders_5jr,Totale_kosten_5jr,Aantal_klantlocaties_5jr,Annual_Use,Annual_Use_genormaliseerd,Aandeel_pct,Cumulatief_pct,ABC_categorie,Aandeel,Cumulatief_aandeel,Totaal_orders_5jr,Gem_orders_per_klantlocatie_5jr,Max_orders_op_1_klantlocatie_5jr,Aantal_klantlocaties_met_orders_5jr,Incourant,Artikelcode,Standaard verkoopprijs,Engineering status,Hoofdleverancier.Relatie,Artikelgroep,Inkoopprijs (standaard),Hoofdleverancier.Levertijd,MTBF(years),Hoofdleverancier.Bestelhoeveelheid,Laatste_order_datum,Unnamed: 29
000449383,"Motor, three-phase geared",1,Critical,1.0,514.85,1.0,102.97,102.97,0.0203762824869039,89.25849212318828,B,0.000203762824869,0.8925849212318828,1.0,1.0,1.0,1.0,Uitgeschakeld,000449383,541.94,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 275,21",0 dagen,10.0,1.0,2025-11-07,
000293278,"Conveyor belt, fastener",3,Wear,2.0,624.66,1.0,124.932,124.932,0.0247222465150421,86.20044452570347,B,0.0002472224651504,0.8620044452570347,2.0,2.0,2.0,1.0,Uitgeschakeld,000293278,541.98,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 146,48",0 dagen,7.0,1.0,2024-02-14,
000635680,"Motor, three-phase geared",1,Critical,1.0,459.63,1.0,91.926,91.926,0.0181908336786552,91.2232317544901,B,0.0001819083367865,0.912232317544901,1.0,1.0,1.0,1.0,Uitgeschakeld,000635680,542.16,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 271,08",0 dagen,10.0,0.0,2024-12-20,
000592369,"Motor, three-phase geared",1,Critical,1.0,0.0,1.0,0.0,0.0,0.0,100.0000000000002,C,0.0,1.000000000000002,1.0,1.0,1.0,1.0,Uitgeschakeld,000592369,542.26,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 271,13",0 dagen,10.0,0.0,2022-04-26,
CYLIWGUI-00000001,"Cylinder, drive with guide",1,Critical,4.0,1799.14,3.0,359.828,119.9426666666667,0.0237349291855157,86.87871174354068,B,0.0002373492918551,0.8687871174354068,4.0,1.333333333333333,2.0,3.0,Uitgeschakeld,CYLIWGUI-00000001,542.42,Custom Approved,Festo B.V.,510-Cylinder," 271,21",11 dagen,8.0,1.0,2025-09-04,
000721880,"Conveyor belt, welded",3,Wear,1.0,484.11,1.0,96.822,96.822,0.019159681683471,90.3255980525508,B,0.0001915968168347,0.9032559805255078,1.0,1.0,1.0,1.0,Uitgeschakeld,000721880,542.79,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 148,90",0 dagen,7.0,0.0,2026-02-11,
000312439,"Conveyor belt, welded",3,Wear,3.0,1256.4,1.0,251.28,251.28,0.0497246990706926,68.05855568901708,A,0.0004972469907069,0.6805855568901709,3.0,3.0,3.0,1.0,Uitgeschakeld,000312439,542.94,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 146,74",0 dagen,7.0,1.0,2025-09-02,
000472682,Air supply unit,1,Critical,47.0,23424.25,43.0,4684.85,108.95,0.0215596385058578,88.25171515200041,B,0.0002155963850585,0.8825171515200041,47.0,1.093023255813953,3.0,43.0,Uitgeschakeld,000472682,543.04,Standard Approved,Festo B.V.,500-Air supply," 271,52",0 dagen,10.0,0.0,2026-05-04,
FOTOOMRE32ET16WR2,Fotocel glasv.E32-ET16WR-2(50mm),2,Critical,7.0,4562.69,7.0,912.538,130.3625714285714,0.0257968785194499,85.29119069397039,B,0.0002579687851944,0.8529119069397039,7.0,1.0,1.0,7.0,Uitgeschakeld,FOTOOMRE32ET16WR2,543.6,Standard Approved,Omron Electronics B.V.,660-Sensor and lighting," 288,40",21 dagen,10.0,1.0,2025-09-15,
000493761,"Conveyor belt, fastener",3,Wear,2.0,866.16,1.0,173.232,173.232,0.0342801220527468,79.4444011979349,A,0.0003428012205274,0.794444011979349,2.0,2.0,2.0,1.0,Uitgeschakeld,000493761,543.68,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 146,94",0 dagen,7.0,0.0,2024-09-10,
SICK_1056180,Encoder,3,Critical,15.0,7661.44,11.0,1532.288,139.2989090909091,0.027565251255258,84.06114341767783,B,0.0002756525125525,0.8406114341767783,15.0,1.363636363636364,3.0,11.0,Uitgeschakeld,SICK_1056180,544.0,Custom Approved,Sick B.V.,660-Sensor and lighting," 285,60",0 dagen,10.0,1.0,2026-03-25,
000739636,"Conveyor belt, welded",3,Wear,1.0,451.99,1.0,90.398,90.398,0.0178884644483941,91.65571701666688,B,0.0001788846444839,0.9165571701666688,1.0,1.0,1.0,1.0,Uitgeschakeld,000739636,544.05,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 147,04",0 dagen,7.0,0.0,2025-05-12,
000714079,"Conveyor belt, welded",3,Wear,1.0,459.45,1.0,91.89,91.89,0.0181837097962669,91.24141546428636,B,0.0001818370979626,0.9124141546428636,1.0,1.0,1.0,1.0,Uitgeschakeld,000714079,544.86,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 147,26",0 dagen,7.0,0.0,2024-09-16,
000554767,Conveyor belt eindl. VLV-welded,3,Wear,1.0,437.62,1.0,87.524,87.524,0.0173197411710574,92.1827342006702,B,0.0001731974117105,0.921827342006702,1.0,1.0,1.0,1.0,Uitgeschakeld,000554767,544.9,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 147,27",0 dagen,7.0,0.0,2023-01-20,
000653410,"Sensor, position",2,Critical,1.0,482.5,1.0,96.5,96.5,0.0190959625132196,90.38294095229334,B,0.0001909596251321,0.9038294095229332,1.0,1.0,1.0,1.0,Uitgeschakeld,000653410,545.82,Custom Approved,Keyence International Belgium,660-Sensor and lighting," 272,91",0 dagen,10.0,0.0,2024-09-05,
000664737,"Photocell, diffused-reflective",2,Critical,1.0,0.0,1.0,0.0,0.0,0.0,100.0000000000002,C,0.0,1.000000000000002,1.0,1.0,1.0,1.0,Uitgeschakeld,000664737,545.82,Standard Approved,Keyence International Belgium,660-Sensor and lighting," 272,91",0 dagen,10.0,0.0,2024-05-31,
BELTENDL-00000392,"Conveyor belt, welded",3,Wear,2.0,827.6800000000001,1.0,165.536,165.536,0.0327571943066148,80.51573078904784,B,0.0003275719430661,0.8051573078904783,2.0,2.0,2.0,1.0,Uitgeschakeld,BELTENDL-00000392,545.87,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 147,53",0 dagen,7.0,1.0,2022-10-25,
000445155,"Conveyor belt, welded",3,Wear,1.0,976.62,1.0,195.324,195.324,0.0386518112117318,75.95722880439179,A,0.0003865181121173,0.7595722880439179,1.0,1.0,1.0,1.0,Uitgeschakeld,000445155,547.49,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 165,59",0 dagen,7.0,1.0,2025-09-17,
000488511,"Motor, three-phase geared",1,Critical,6.0,2777.51,5.0,555.5020000000001,111.1004,0.0219851717471887,87.90326811286214,B,0.0002198517174718,0.8790326811286213,6.0,1.2,2.0,5.0,Uitgeschakeld,000488511,547.64,Standard Approved,SEW-Eurodrive B.V.,310-Electric motor," 283,82",0 dagen,10.0,0.0,2026-04-23,
000331685,"Motor, three-phase geared",1,Critical,1.0,0.0,1.0,0.0,0.0,0.0,100.0000000000002,C,0.0,1.000000000000002,1.0,1.0,1.0,1.0,Uitgeschakeld,000331685,547.64,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 283,32",0 dagen,10.0,1.0,2023-04-13,
CON_C300-034-00056,"Frequency inverter  2,2kW 3P FS3",1,Critical,1.0,484.44,1.0,96.888,96.888,0.0191727421345163,90.28726721181778,B,0.0001917274213451,0.9028726721181778,1.0,1.0,1.0,1.0,Uitgeschakeld,CON_C300-034-00056,548.0,Custom Approved,Nidec Netherlands B.V.,610-Motor control," 274,00",0 dagen,10.0,0.0,2023-03-09,
000376373,"Conveyor belt, welded",3,Wear,2.0,852.02,1.0,170.404,170.404,0.0337205015140175,79.85201648985972,A,0.0003372050151401,0.7985201648985972,2.0,2.0,2.0,1.0,Uitgeschakeld,000376373,548.01,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 148,11",0 dagen,7.0,1.0,2025-04-15,
000476353,"Cylinder, drive with guide",1,Critical,1.0,493.29,1.0,98.658,98.658,0.0195229996852769,90.03632951478964,B,0.0001952299968527,0.9003632951478964,1.0,1.0,1.0,1.0,Uitgeschakeld,000476353,548.1,Custom Approved,Festo B.V.,510-Cylinder," 274,05",0 dagen,8.0,0.0,2025-09-24,
LEN_I55-3F.75-ETC,"Frequency inverter i55 0,75KW 3P+STO+ETC",1,Critical,4.0,2362.14,3.0,472.4280000000001,157.476,0.0311622361941117,81.34492862381147,B,0.0003116223619411,0.8134492862381146,4.0,1.333333333333333,2.0,3.0,Geselecteerd,LEN_I55-3F.75-ETC,549.24,Custom approved,Lenze B.V.,610-Motor control," 274,62",3 dagen,10.0,1.0,2023-11-10,
"REX_RH2-023DBB-NN-005,0",Hybrid Cable,3,Critical,1.0,485.8,1.0,97.16,97.16,0.0192265670236728,90.22968414960368,B,0.0001922656702367,0.9022968414960368,1.0,1.0,1.0,1.0,Uitgeschakeld,"REX_RH2-023DBB-NN-005,0",549.54,Standard Approved,MCAP Cable & Glassfiber Assemblies B.V.,600-Cable and wire," 274,77",0 dagen,10.0,0.0,2024-09-18,
000787790,"Motor, three-phase geared",1,Critical,1.0,550.6,1.0,110.12,110.12,0.0217911646834793,88.10029053129333,B,0.0002179116468347,0.8810029053129332,1.0,1.0,1.0,1.0,Uitgeschakeld,000787790,550.6,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 261,84",0 dagen,10.0,0.0,2026-05-04,
000822483,"Conveyor belt, fastener",3,Wear,1.0,550.78,1.0,110.156,110.156,0.0217982885658676,88.07849936660985,B,0.0002179828856586,0.8807849936660984,1.0,1.0,1.0,1.0,Uitgeschakeld,000822483,550.78,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 152,58",0 dagen,7.0,0.0,2026-04-22,
CYLIROTA-00000002,"Cylinder, semi-rotary",1,Critical,1.0,664.29,1.0,132.858,132.858,0.0262906879542108,85.00483503193537,B,0.0002629068795421,0.8500483503193537,1.0,1.0,1.0,1.0,Uitgeschakeld,CYLIROTA-00000002,552.18,Custom Approved,Festo B.V.,510-Cylinder," 276,09",0 dagen,8.0,1.0,2023-01-31,
000730830,"Conveyor belt, welded",3,Wear,1.0,465.88,1.0,93.176,93.176,0.0184381907060285,91.00304248372436,B,0.0001843819070602,0.9100304248372436,1.0,1.0,1.0,1.0,Uitgeschakeld,000730830,552.48,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 149,32",0 dagen,7.0,0.0,2025-02-07,
BELTENDL-00000203,"Conveyor belt, welded",3,Wear,2.0,1381.08,1.0,276.216,276.216,0.0546591749383574,65.3590603294716,A,0.0005465917493835,0.6535906032947161,2.0,2.0,2.0,1.0,Uitgeschakeld,BELTENDL-00000203,554.12,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 149,76",0 dagen,7.0,1.0,2024-10-15,
000610038,"Conveyor belt, welded",3,Wear,2.0,913.04,2.0,182.608,91.304,0.0180677488218343,91.36830936207755,B,0.0001806774882183,0.9136830936207756,2.0,1.0,1.0,2.0,Uitgeschakeld,000610038,554.59,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 149,89",0 dagen,7.0,0.0,2023-12-08,
000788278,"Conveyor belt, welded",3,Wear,1.0,494.7,1.0,98.94,98.94,0.0195788034306524,89.95811522273421,B,0.0001957880343065,0.899581152227342,1.0,1.0,1.0,1.0,Uitgeschakeld,000788278,554.67,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 149,91",0 dagen,7.0,0.0,2025-09-24,
000695737,"Conveyor belt, welded",3,Wear,1.0,414.99,1.0,82.998,82.998,0.0164241108463441,92.94373915292232,B,0.0001642411084634,0.9294373915292232,1.0,1.0,1.0,1.0,Uitgeschakeld,000695737,555.04,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 150,01",0 dagen,7.0,0.0,2023-11-27,
BELTENDL-00000927,"Transport belt endless, VLV welded",3,Wear,1.0,438.24,1.0,87.648,87.648,0.0173442789881728,92.13076468710469,B,0.0001734427898817,0.9213076468710468,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000927,555.23,Custom approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 156,12",0 dagen,7.0,1.0,2021-11-23,
BELTENDL-00000614,"Conveyor belt, welded",3,Wear,1.0,468.35,1.0,93.67,93.67,0.0185359462032465,90.94766063049484,B,0.0001853594620324,0.9094766063049484,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000614,555.41,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 150,11",0 dagen,7.0,1.0,2024-08-12,
000453974,"Conveyor belt, welded",3,Wear,5.0,2269.81,5.0,453.962,90.7924,0.0179665105376709,91.49446356058716,B,0.0001796651053767,0.9149446356058716,5.0,1.0,1.0,5.0,Uitgeschakeld,000453974,556.6,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 150,43",0 dagen,7.0,1.0,2025-02-07,
000573018,"Conveyor belt, welded, extra grip",3,Wear,1.0,364.54,1.0,72.908,72.908,0.0144274449213867,94.61656054720096,B,0.0001442744492138,0.9461656054720096,1.0,1.0,1.0,1.0,Uitgeschakeld,000573018,557.63,Custom Approved,Ammeraal Beltech B.V.,350-Conveyor," 150,71",0 dagen,7.0,0.0,2023-01-05,
000535024,"Cylinder, drive with guide",1,Critical,1.0,0.0,1.0,0.0,0.0,0.0,100.0000000000002,C,0.0,1.000000000000002,1.0,1.0,1.0,1.0,Uitgeschakeld,000535024,558.34,Custom Approved,Festo B.V.,510-Cylinder," 279,17",0 dagen,8.0,0.0,2024-05-31,
000256614,"Conveyor belt, welded",3,Wear,6.0,5181.03,1.0,1036.206,1036.206,0.2050502687251121,23.64012973519956,A,0.0020505026872511,0.2364012973519956,6.0,6.0,6.0,1.0,Uitgeschakeld,000256614,558.63,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 150,98",0 dagen,7.0,1.0,2025-03-11,
000670005,"Motor, three-phase geared",1,Critical,4.0,1553.06,3.0,310.612,103.5373333333333,0.0204885495963944,89.11547025398183,B,0.0002048854959639,0.8911547025398182,4.0,1.333333333333333,2.0,3.0,Uitgeschakeld,000670005,561.08,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 280,54",0 dagen,10.0,0.0,2025-11-24,
BELTENDL-00000925,"Conveyor belt, welded",3,Wear,2.0,1293.53,2.0,258.706,129.353,0.025597098849456,85.49659023081816,B,0.0002559709884945,0.8549659023081816,2.0,1.0,1.0,2.0,Uitgeschakeld,BELTENDL-00000925,561.74,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 157,95",0 dagen,7.0,1.0,2023-12-11,
000665292,"Conveyor belt, welded",3,Wear,1.0,474.15,1.0,94.83,94.83,0.0187654935246489,90.76136622486077,B,0.0001876549352464,0.9076136622486076,1.0,1.0,1.0,1.0,Uitgeschakeld,000665292,562.29,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 151,97",0 dagen,7.0,0.0,2024-08-05,
BELTENDL-00000929,"Conveyor belt, welded",3,Wear,4.0,2588.3,2.0,517.6600000000001,258.83,0.0512187355160275,67.10012964354377,A,0.0005121873551602,0.6710012964354377,4.0,2.0,3.0,2.0,Uitgeschakeld,BELTENDL-00000929,562.4,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 155,80",0 dagen,7.0,1.0,2025-03-06,
000250494,"Conveyor belt, welded",3,Wear,1.0,422.05,1.0,84.41,84.41,0.016703525344465,92.71147516302776,B,0.0001670352534446,0.9271147516302776,1.0,1.0,1.0,1.0,Uitgeschakeld,000250494,562.85,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 152,12",0 dagen,7.0,1.0,2023-10-04,
BELTENDL-00000152,"Conveyor belt, welded",3,Wear,12.0,13527.75,6.0,2705.55,450.925,0.0892315740546486,48.50356783194523,A,0.0008923157405464,0.4850356783194523,12.0,2.0,3.0,6.0,Uitgeschakeld,BELTENDL-00000152,563.29,Standard Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 156,05",0 dagen,7.0,1.0,2026-04-28,
BELTENDL-00000020,"Conveyor belt, fastener",3,Wear,3.0,897.35,3.0,179.47,59.82333333333333,0.0118381775207168,96.18180651806723,C,0.0001183817752071,0.9618180651806724,3.0,1.0,1.0,3.0,Uitgeschakeld,BELTENDL-00000020,563.51,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 152,30",0 dagen,7.0,1.0,2023-08-09,
000567174,"Conveyor belt, welded",3,Wear,1.0,432.28,1.0,86.45599999999999,86.45599999999999,0.0171083993268696,92.4582096139863,B,0.0001710839932686,0.924582096139863,1.0,1.0,1.0,1.0,Uitgeschakeld,000567174,565.18,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 152,75",0 dagen,7.0,0.0,2022-10-27,
000345680,"Conveyor belt, fastener",3,Wear,1.0,446.6,1.0,89.32000000000001,89.32000000000001,0.0176751437479873,91.86885877900002,B,0.0001767514374798,0.9186885877900002,1.0,1.0,1.0,1.0,Uitgeschakeld,000345680,565.92,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 152,95",0 dagen,7.0,1.0,2024-02-28,
000605781,"Conveyor roller, drive, PolyVee",3,Wear,1.0,566.1,1.0,113.22,113.22,0.0224046101113651,87.65954563751387,B,0.0002240461011136,0.8765954563751387,1.0,1.0,1.0,1.0,Uitgeschakeld,000605781,566.1,Custom Approved,Itoh Denki Europe,350-Conveyor," 153,00",0 dagen,8.0,0.0,2026-01-22,
000357664,"Motor, three-phase geared",1,Critical,2.0,932.52,2.0,186.504,93.252,0.0184532300132928,90.98460429301836,B,0.0001845323001329,0.9098460429301836,2.0,1.0,1.0,2.0,Uitgeschakeld,000357664,566.14,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 283,07",0 dagen,10.0,1.0,2024-09-16,
000515821,"Motor, three-phase geared",1,Critical,1.0,404.62,1.0,80.924,80.924,0.0160136960665263,93.39743610979846,B,0.0001601369606652,0.9339743610979846,1.0,1.0,1.0,1.0,Uitgeschakeld,000515821,566.48,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 283,24",0 dagen,10.0,0.0,2021-11-17,
000790716,"Conveyor belt, welded",3,Wear,1.0,505.43,1.0,101.086,101.086,0.0200034659752469,89.60114949311867,B,0.0002000346597524,0.8960114949311867,1.0,1.0,1.0,1.0,Uitgeschakeld,000790716,566.69,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 153,16",0 dagen,7.0,0.0,2025-09-24,
000804809,"Conveyor belt, welded VLV",3,Wear,1.0,505.73,1.0,101.146,101.146,0.0200153391125608,89.58114602714342,B,0.0002001533911256,0.8958114602714342,1.0,1.0,1.0,1.0,Uitgeschakeld,000804809,567.03,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 153,25",0 dagen,7.0,0.0,2025-09-19,
000455210,"Motor, three-phase geared",1,Critical,1.0,505.23,1.0,101.046,101.046,0.0199955505503709,89.6411441561606,B,0.0001999555055037,0.896411441561606,1.0,1.0,1.0,1.0,Uitgeschakeld,000455210,567.82,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 289,87",0 dagen,10.0,1.0,2025-04-10,
000545303,"Conveyor belt, welded",3,Wear,1.0,726.37,1.0,145.274,145.274,0.0287476358357044,83.07811012933114,B,0.000287476358357,0.8307811012933114,1.0,1.0,1.0,1.0,Uitgeschakeld,000545303,568.21,Custom Approved,Ammeraal Beltech B.V.,350-Conveyor," 153,57",0 dagen,7.0,0.0,2024-10-30,
000543050,"Conveyor roller, drive, PolyVee",3,Wear,1.0,386.3,1.0,77.26,77.26,0.0152886431478896,93.97644337621122,B,0.0001528864314788,0.9397644337621124,1.0,1.0,1.0,1.0,Uitgeschakeld,000543050,569.21,Custom Approved,NDW Internationale Transportonderdelen B.V.,350-Conveyor," 153,84",0 dagen,10.0,0.0,2025-06-05,
000425260,"Cylinder, rodless",1,Critical,5.0,2509.44,5.0,501.888,100.3776,0.0198632838006939,89.8204895325305,B,0.0001986328380069,0.898204895325305,5.0,1.0,1.0,5.0,Uitgeschakeld,000425260,569.48,Custom Approved,Festo B.V.,510-Cylinder," 284,74",0 dagen,8.0,1.0,2025-10-20,
000466349,"Motor, three-phase geared",1,Critical,13.0,6398.16,10.0,1279.632,127.9632,0.0253220774121412,85.72595867845982,B,0.0002532207741214,0.8572595867845982,13.0,1.3,2.0,10.0,Uitgeschakeld,000466349,569.9,Standard Approved,SEW-Eurodrive B.V.,310-Electric motor," 294,83",0 dagen,10.0,0.0,2026-04-23,
000631046,"Conveyor belt, welded",3,Wear,1.0,433.11,1.0,86.622,86.622,0.0171412483401048,92.42396946482916,B,0.000171412483401,0.9242396946482916,1.0,1.0,1.0,1.0,Uitgeschakeld,000631046,570.69,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 154,24",0 dagen,7.0,0.0,2024-05-15,
BELTENDL-00000970,"Conveyor belt, welded",3,Wear,1.0,910.32,1.0,182.064,182.064,0.0360278478653557,77.78903539348528,A,0.0003602784786535,0.7778903539348527,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000970,571.1,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 154,35",0 dagen,7.0,1.0,2021-10-08,
000271361,"Cylinder, drive with guide",1,Critical,15.0,7924.43,12.0,1584.886,132.0738333333333,0.0261355126457052,85.0833918090341,B,0.000261355126457,0.8508339180903409,15.0,1.25,3.0,12.0,Uitgeschakeld,000271361,571.8,Standard Approved,Festo B.V.,510-Cylinder," 285,90",0 dagen,8.0,1.0,2026-03-26,
000692784,"Conveyor belt, welded",3,Wear,2.0,434.23,2.0,86.846,43.423,0.008592787359705,97.6320297374197,C,8.592787359705065e-05,0.976320297374197,2.0,1.0,1.0,2.0,Uitgeschakeld,000692784,572.17,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 154,64",0 dagen,7.0,0.0,2024-11-04,
000845378,"Conveyor belt, welded",3,Wear,1.0,510.44,1.0,102.088,102.088,0.0202017473683893,89.33968884839416,B,0.0002020174736838,0.8933968884839416,1.0,1.0,1.0,1.0,Uitgeschakeld,000845378,572.32,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 154,68",0 dagen,7.0,0.0,2025-09-19,
BELTENDL-00000442,"Transport belt endless, VLV welded",3,Wear,1.0,498.46,1.0,99.692,99.692,0.0197276134183201,89.87970917951114,B,0.0001972761341832,0.8987970917951114,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000442,572.58,Custom approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 154,75",0 dagen,7.0,1.0,2023-10-10,
BELTENDL-00000087,"Transport belt endless, VLV welded",3,Wear,3.0,1298.32,1.0,259.664,259.664,0.0513837721246909,66.99758096079222,A,0.0005138377212469,0.6699758096079221,3.0,3.0,3.0,1.0,Uitgeschakeld,BELTENDL-00000087,573.36,Custom approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 154,96",0 dagen,7.0,1.0,2025-07-04,
000297964,"Conveyor belt, welded",3,Wear,1.0,449.23,1.0,89.846,89.846,0.017779231585106,91.72698018048187,B,0.000177792315851,0.9172698018048188,1.0,1.0,1.0,1.0,Uitgeschakeld,000297964,573.54,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 155,01",0 dagen,7.0,1.0,2025-07-02,
000746317,"Conveyor belt, welded",3,Wear,1.0,513.22,1.0,102.644,102.644,0.020311771774165,89.29917899013562,B,0.0002031177177416,0.8929917899013562,1.0,1.0,1.0,1.0,Uitgeschakeld,000746317,575.42,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 157,85",0 dagen,7.0,0.0,2026-02-11,
AB_2711R-T4T,"PanelView 800, 4.3inch HMI Terminal",1,Critical,4.0,1781.03,4.0,356.206,89.0515,0.0176220114585076,91.88648079045852,B,0.000176220114585,0.9188648079045852,4.0,1.0,1.0,4.0,Uitgeschakeld,AB_2711R-T4T,575.54,Custom approved,Routeco B.V.,"699-Electro part, Miscellaneous"," 287,77",0 dagen,10.0,1.0,2025-09-17,
000651013,"Conveyor belt, welded",3,Wear,1.0,437.74,1.0,87.548,87.548,0.0173244904259829,92.16541445949912,B,0.0001732449042598,0.9216541445949912,1.0,1.0,1.0,1.0,Uitgeschakeld,000651013,576.79,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 155,89",0 dagen,7.0,0.0,2024-04-11,
000639628,"Motor, three-phase",1,Critical,3.0,1532.55,2.0,306.51,153.255,0.0303269609840775,81.896065461986,B,0.0003032696098407,0.81896065461986,3.0,1.5,2.0,2.0,Uitgeschakeld,000639628,577.88,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 288,94",0 dagen,10.0,0.0,2024-12-20,
000308985,"Conveyor belt, welded",3,Wear,1.0,447.06,1.0,89.412,89.412,0.017693349225202,91.85118363525204,B,0.000176933492252,0.9185118363525204,1.0,1.0,1.0,1.0,Uitgeschakeld,000308985,578.65,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 156,39",0 dagen,7.0,1.0,2025-07-02,
BELTENDL-00000225,"Conveyor belt, welded",3,Wear,3.0,4487.59,1.0,897.518,897.518,0.1776059075952323,27.0302286565602,A,0.0017760590759523,0.270302286565602,3.0,3.0,3.0,1.0,Uitgeschakeld,BELTENDL-00000225,579.02,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 162,81",0 dagen,7.0,1.0,2024-07-25,
LEN_I55B-3F3.0-STO,"Frequency inverter i55B 3,0kW 3P+STO",1,Critical,2.0,982.73,2.0,196.546,98.273,0.019446813720846,90.07524985679028,B,0.0001944681372084,0.9007524985679028,2.0,1.0,1.0,2.0,Uitgeschakeld,LEN_I55B-3F3.0-STO,580.12,Custom Approved,Lenze B.V.,610-Motor control," 290,06",0 dagen,10.0,0.0,2025-07-15,
000642619,"Conveyor belt, welded",3,Wear,2.0,1074.9,1.0,214.98,214.98,0.0425414509957717,72.88667789642328,A,0.0004254145099577,0.7288667789642328,2.0,2.0,2.0,1.0,Uitgeschakeld,000642619,583.16,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 159,97",0 dagen,7.0,0.0,2026-01-19,
000765084,"Conveyor belt, welded",3,Wear,2.0,961.05,2.0,192.21,96.105,0.0190177976925697,90.44010595286178,B,0.0001901779769256,0.9044010595286178,2.0,1.0,1.0,2.0,Uitgeschakeld,000765084,583.27,Standard Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 161,58",0 dagen,7.0,0.0,2026-03-10,
000276919,"Conveyor belt, welded",3,Wear,1.0,465.15,1.0,93.03,93.03,0.0184092994052313,91.07670698956112,B,0.0001840929940523,0.9107670698956112,1.0,1.0,1.0,1.0,Geselecteerd,000276919,583.75,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 157,77",0 dagen,7.0,1.0,2021-09-10,
